ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;Fraude;TipoConductor;Modelo;Testigo;Anio;Pago
1409;Dic;Pontiac;Urbana;Hombre;Casado;66;Sedan;Bajo;0;4;5mas;No;2022;105.0004433
1410;Sep;Toyota;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;18.49114612
1411;Mar;Mazda;Urbana;Mujer;Soltero;31;Deportivo;Bajo;0;3;5mas;No;2022;70.98148723
1412;Feb;Honda;Urbana;Mujer;Soltero;34;Sedan;Bajo;0;1;5mas;No;2022;90.7895438
1413;Ene;Pontiac;Urbana;Mujer;Soltero;61;Sedan;Bajo;0;3;5mas;No;2022;132.4320525
1414;Ene;Honda;Urbana;Hombre;Casado;42;Deportivo;Medio;0;4;5mas;No;2022;236.962221
1415;Ene;Mazda;Urbana;Hombre;Casado;36;Carga;Alto;0;2;5mas;No;2022;187.367212
1416;Ene;Chevrolet;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;1;5mas;No;2022;512.2666179
1417;Mar;Mazda;Urbana;Hombre;Casado;46;Deportivo;Medio;0;3;5mas;No;2022;58.89206714
1418;Mar;Pontiac;Urbana;Hombre;Casado;33;Sedan;Medio;0;4;5mas;No;2022;109.4898459
1419;Feb;Pontiac;Urbana;Mujer;Soltero;32;Deportivo;Bajo;1;3;5mas;No;2022;41.82268949
1420;May;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;2;0y;No;2022;34.47788471
1421;May;Chevrolet;Urbana;Hombre;Casado;42;Deportivo;Medio;0;2;5mas;No;2022;42.84973456
1422;Feb;Chevrolet;Urbana;Hombre;Soltero;31;Sedan;Alto;0;4;5mas;No;2022;44.14144677
1423;May;Honda;Urbana;Hombre;Soltero;26;Sedan;Bajo;0;4;5mas;No;2022;47.44253515
1424;Jun;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;0;4;5mas;No;2022;20.3414992
1425;Feb;Pontiac;Rural;Hombre;Casado;54;Sedan;Bajo;1;4;5mas;No;2022;135.3958469
1426;Jul;Pontiac;Rural;Hombre;Casado;63;Sedan;Bajo;0;1;5mas;No;2022;153.0432317
1427;Feb;Toyota;Urbana;Hombre;Casado;30;Sedan;Bajo;1;3;5mas;No;2022;36.95077202
1428;Sep;Mazda;Urbana;Hombre;Casado;27;Deportivo;Medio;0;4;5mas;No;2022;42.67269321
1429;Feb;Toyota;Urbana;Hombre;Soltero;31;Sedan;Bajo;1;2;5mas;No;2022;97.94885906
1430;Oct;Ford;Rural;Hombre;Casado;47;Sedan;Medio;0;1;5mas;Si;2022;283.3014864
1431;Nov;Honda;Urbana;Hombre;Casado;35;Deportivo;Medio;0;1;5mas;No;2022;98.63097247
1432;Nov;Honda;Urbana;Hombre;Soltero;16;Deportivo;Alto;0;2;2y;Si;2022;18.9053376
1433;Jul;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;0;2;5mas;No;2022;111.0885732
1434;Jul;Pontiac;Urbana;Hombre;Casado;33;Deportivo;Bajo;0;2;5mas;No;2022;60.11944872
1435;Oct;Chevrolet;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;21.30603299
1436;Dic;Honda;Urbana;Mujer;Casado;39;Deportivo;Bajo;0;4;5mas;No;2022;30.74126147
1437;Feb;Chevrolet;Rural;Hombre;Casado;50;Sedan;Alto;1;4;5mas;No;2022;302.9325103
1438;Ene;Honda;Urbana;Mujer;Casado;34;Sedan;Bajo;0;1;5mas;No;2022;16.48218662
1439;Jul;Accura;Urbana;Hombre;Casado;60;Carga;Alto;0;3;5mas;No;2022;73.50708475
1440;Jul;Pontiac;Urbana;Mujer;Casado;58;Deportivo;Bajo;0;2;5mas;No;2022;121.9889443
1441;Jun;Accura;Urbana;Hombre;Casado;43;Sedan;Bajo;0;4;5mas;No;2022;76.76677901
1442;Jul;Saab;Rural;Hombre;Casado;38;Sedan;Medio;0;3;5mas;No;2022;83.52562523
1443;Jul;Mazda;Urbana;Hombre;Soltero;28;Deportivo;Medio;0;3;5mas;No;2022;96.48003727
1444;Ago;Chevrolet;Urbana;Hombre;Otro;34;Sedan;Alto;0;1;5mas;No;2022;66.61417637
1445;Oct;Chevrolet;Rural;Mujer;Casado;47;Sedan;Bajo;0;2;5mas;No;2022;198.3740598
1446;Oct;Chevrolet;Urbana;Hombre;Soltero;33;Deportivo;Alto;0;2;5mas;No;2022;186.1815333
1447;Dic;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;1;5mas;No;2022;236.1878693
1448;Dic;Porche;Urbana;Hombre;Casado;63;Carga;Medio;0;2;5mas;No;2022;152.3707524
1449;Abr;Chevrolet;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;2;5mas;No;2022;175.8103528
1450;Jun;Toyota;Rural;Hombre;Casado;39;Sedan;Alto;0;3;5mas;No;2022;96.71666321
1451;Ago;Honda;Urbana;Hombre;Soltero;25;Sedan;Bajo;0;4;5mas;No;2022;139.3726624
1452;Feb;Toyota;Urbana;Hombre;Casado;66;Sedan;Bajo;0;2;5mas;No;2022;156.5591918
1453;Sep;Honda;Urbana;Mujer;Soltero;33;Deportivo;Medio;0;3;5mas;No;2022;228.4327853
1454;May;Chevrolet;Urbana;Hombre;Soltero;48;Carga;Alto;0;1;5mas;No;2022;54.2567692
1455;Oct;Honda;Urbana;Hombre;Casado;54;Deportivo;Alto;0;2;5mas;No;2022;306.0377709
1456;Feb;Toyota;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;3;5mas;No;2022;100.9744767
1457;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;3;0y;No;2022;18.43413898
1458;Feb;Toyota;Urbana;Hombre;Casado;55;Sedan;Bajo;0;4;5mas;No;2022;177.1539922
1459;Ago;Honda;Urbana;Mujer;Casado;42;Sedan;Bajo;0;3;5mas;No;2022;323.2919973
1460;Dic;Mazda;Urbana;Hombre;Casado;28;Deportivo;Bajo;0;4;5mas;No;2022;101.4242698
1461;Dic;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;38.75288141
1462;Dic;Toyota;Urbana;Hombre;Soltero;26;Sedan;Bajo;0;1;5mas;No;2022;107.8363693
1463;Sep;Mazda;Urbana;Mujer;Casado;26;Deportivo;Bajo;0;2;5mas;No;2022;22.72891573
1464;Dic;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;0;2;5mas;No;2022;58.450081
1465;Dic;Chevrolet;Urbana;Hombre;Casado;62;Carga;Alto;0;2;5mas;No;2022;130.2940397
1466;Dic;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;0;3;5mas;No;2022;195.7770306
1467;Oct;Toyota;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2022;167.2037242
1468;Sep;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;0;4;5mas;No;2022;251.0503996
1469;Sep;Mazda;Urbana;Hombre;Casado;47;Sedan;Bajo;0;4;5mas;No;2022;166.8105811
1470;Jul;Chevrolet;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;4;5mas;No;2022;290.0418168
1471;Abr;Pontiac;Urbana;Hombre;Casado;43;Sedan;Bajo;0;1;5mas;No;2022;136.7886268
1472;May;Mazda;Urbana;Hombre;Casado;51;Deportivo;Bajo;0;3;5mas;No;2022;61.91523287
1473;May;Pontiac;Urbana;Mujer;Soltero;39;Sedan;Bajo;0;2;5mas;No;2022;65.13904628
1474;Nov;Pontiac;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;1;5mas;No;2022;94.50705408
1475;Ago;Accura;Urbana;Hombre;Casado;43;Sedan;Medio;0;2;5mas;No;2022;174.8239504
1476;May;Mazda;Urbana;Mujer;Casado;31;Sedan;Bajo;0;4;5mas;No;2022;163.8614498
1477;May;Toyota;Urbana;Hombre;Casado;36;Deportivo;Bajo;0;2;5mas;No;2022;150.0554792
1478;May;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Medio;0;4;5mas;No;2022;16.96514232
1479;May;Mazda;Rural;Hombre;Soltero;34;Sedan;Bajo;0;3;5mas;No;2022;66.47012228
1480;Dic;Pontiac;Urbana;Hombre;Casado;35;Sedan;Bajo;0;1;5mas;No;2022;174.1583912
1481;Nov;Mazda;Urbana;Hombre;Casado;46;Deportivo;Bajo;0;1;5mas;No;2022;341.487567
1482;Feb;Accura;Urbana;Hombre;Casado;62;Sedan;Medio;1;4;5mas;No;2022;359.0584592
1483;Feb;Dodge;Urbana;Hombre;Casado;42;Sedan;Medio;0;1;5mas;No;2022;511.1783272
1484;Feb;Honda;Urbana;Hombre;Casado;40;Sedan;Alto;1;1;5mas;No;2022;331.3344814
1485;Oct;Mazda;Urbana;Mujer;Soltero;33;Sedan;Alto;0;2;5mas;No;2022;39.79976866
1486;Sep;Honda;Urbana;Hombre;Casado;44;Sedan;Medio;0;3;5mas;No;2022;127.3507567
1487;Sep;Pontiac;Urbana;Hombre;Soltero;35;Deportivo;Medio;0;1;5mas;No;2022;105.8445717
1488;Sep;Toyota;Urbana;Hombre;Casado;57;Deportivo;Medio;0;2;5mas;No;2022;333.623338
1489;Sep;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2022;26.45623568
1490;Ago;Mazda;Urbana;Hombre;Casado;30;Carga;Alto;0;4;5mas;No;2022;154.1333968
1491;Jul;Mazda;Urbana;Mujer;Casado;38;Deportivo;Bajo;0;1;5mas;No;2022;192.0685402
1492;Jul;Pontiac;Urbana;Hombre;Casado;54;Deportivo;Bajo;0;3;5mas;No;2022;143.7486928
1493;Nov;Toyota;Urbana;Hombre;Casado;52;Sedan;Bajo;0;4;5mas;No;2022;22.0964311
1494;Ago;Toyota;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;1;5mas;No;2022;227.558433
1495;Jul;Honda;Urbana;Hombre;Casado;39;Deportivo;Bajo;0;3;5mas;No;2022;128.2344278
1496;Jun;Chevrolet;Urbana;Hombre;Casado;69;Sedan;Medio;0;2;5mas;No;2022;348.3997173
1497;May;Toyota;Urbana;Hombre;Soltero;35;Deportivo;Medio;0;4;5mas;No;2022;84.129021
1498;May;Chevrolet;Urbana;Hombre;Casado;47;Deportivo;Alto;0;2;5mas;No;2022;216.8284143
1499;Abr;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;0;2;5mas;No;2022;180.5530616
1500;Mar;Mazda;Urbana;Hombre;Casado;26;Deportivo;Bajo;0;2;5mas;No;2022;190.1523941
1501;Oct;Mazda;Urbana;Hombre;Casado;25;Sedan;Bajo;0;1;5mas;No;2022;342.5701397
1502;Oct;Chevrolet;Urbana;Hombre;Casado;30;Sedan;Bajo;0;3;5mas;No;2022;62.66138888
1503;Oct;Honda;Urbana;Hombre;Casado;31;Deportivo;Bajo;0;2;5mas;No;2022;24.96940404
1504;Oct;Pontiac;Urbana;Hombre;Casado;28;Deportivo;Medio;0;1;5mas;No;2022;107.380259
1505;Sep;Toyota;Urbana;Hombre;Casado;61;Deportivo;Medio;0;2;5mas;No;2022;63.51176182
1506;Ago;Saab;Urbana;Hombre;Casado;63;Sedan;Medio;0;4;5mas;No;2022;145.1173482
1507;Ago;Mazda;Urbana;Hombre;Casado;43;Sedan;Bajo;0;1;5mas;No;2022;111.7914277
1508;Jun;Toyota;Urbana;Mujer;Casado;37;Deportivo;Alto;0;3;5mas;No;2022;76.56664333
1509;May;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Bajo;0;4;5mas;No;2022;109.2644523
1510;May;Chevrolet;Urbana;Hombre;Casado;49;Deportivo;Bajo;0;2;5mas;No;2022;47.71172679
1511;May;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;0;3;5mas;No;2022;157.1801086
1512;May;Pontiac;Urbana;Mujer;Soltero;34;Sedan;Bajo;0;4;5mas;No;2022;134.9056772
1513;Mar;Pontiac;Urbana;Hombre;Soltero;34;Deportivo;Bajo;0;4;5mas;No;2022;124.1086959
1514;Abr;Pontiac;Urbana;Mujer;Casado;43;Sedan;Bajo;0;1;5mas;No;2022;353.063912
1515;Abr;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Medio;0;4;5mas;No;2022;178.4422075
1516;Dic;Pontiac;Urbana;Mujer;Soltero;21;Sedan;Bajo;0;4;5mas;No;2022;124.3230399
1517;Jul;Honda;Rural;Hombre;Soltero;0;Sedan;Alto;0;2;0y;No;2022;58.94091447
1518;Abr;Mazda;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;3;5mas;No;2022;81.33379552
1519;Dic;Chevrolet;Urbana;Mujer;Casado;45;Sedan;Bajo;0;3;5mas;No;2022;289.9748046
1520;Mar;Honda;Urbana;Hombre;Casado;26;Deportivo;Bajo;0;1;5mas;No;2022;113.4838183
1521;Feb;Pontiac;Urbana;Hombre;Casado;32;Sedan;Bajo;1;3;5mas;No;2022;231.1264631
1522;Dic;Honda;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;2;5mas;No;2022;107.5440249
1523;Dic;Toyota;Urbana;Hombre;Casado;62;Sedan;Medio;0;1;5mas;No;2022;163.7631639
1524;Dic;Accura;Urbana;Mujer;Soltero;39;Deportivo;Alto;0;2;5mas;No;2022;67.91588794
1525;Dic;Mazda;Urbana;Hombre;Soltero;21;Deportivo;Bajo;0;1;5mas;No;2022;100.808838
1526;Sep;Pontiac;Urbana;Hombre;Casado;51;Sedan;Bajo;0;1;5mas;No;2022;65.01681424
1527;Abr;Mazda;Urbana;Hombre;Casado;64;Deportivo;Medio;0;4;5mas;No;2022;136.3017571
1528;Nov;Chevrolet;Urbana;Hombre;Soltero;27;Deportivo;Bajo;0;1;5mas;No;2022;108.3979421
1529;Ago;Pontiac;Urbana;Mujer;Soltero;45;Deportivo;Bajo;0;4;5mas;No;2022;218.6619387
1530;Abr;Ford;Urbana;Hombre;Casado;32;Sedan;Medio;0;3;5mas;No;2022;6.300965866
1531;Abr;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2022;77.43876876
1532;Nov;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;1;0y;No;2022;178.1275423
1533;Ene;Chevrolet;Urbana;Mujer;Soltero;27;Deportivo;Medio;0;2;5mas;No;2022;64.82227886
1534;Ene;Toyota;Urbana;Hombre;Casado;53;Deportivo;Medio;0;1;5mas;No;2022;131.6762905
1535;Ene;Honda;Urbana;Mujer;Casado;44;Deportivo;Medio;0;3;5mas;No;2022;243.5948674
1536;Ene;Accura;Urbana;Hombre;Casado;61;Carga;Alto;0;3;5mas;Si;2022;100.7873075
1537;Abr;Toyota;Urbana;Mujer;Soltero;34;Deportivo;Bajo;0;2;5mas;No;2022;135.3814509
1538;Abr;Chevrolet;Urbana;Mujer;Soltero;31;Sedan;Alto;0;1;5mas;No;2022;35.59242007
1539;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;1;0y;No;2022;204.0809538
1540;Abr;Toyota;Urbana;Hombre;Soltero;25;Deportivo;Bajo;0;4;5mas;No;2022;84.67516051
1541;Feb;Honda;Urbana;Hombre;Soltero;22;Deportivo;Alto;0;3;5mas;No;2022;181.9879954
1542;May;Mazda;Urbana;Mujer;Casado;42;Deportivo;Alto;0;1;5mas;No;2022;206.3908305
1543;May;Mazda;Urbana;Hombre;Soltero;36;Deportivo;Bajo;0;1;5mas;No;2022;160.6068861
1544;Ago;Toyota;Urbana;Hombre;Casado;28;Sedan;Alto;0;1;5mas;No;2022;81.91956881
1545;Ago;Mazda;Urbana;Hombre;Casado;78;Deportivo;Bajo;0;2;5mas;No;2022;27.01525624
1546;Oct;Saab;Urbana;Mujer;Casado;37;Deportivo;Bajo;0;2;5mas;No;2022;226.8368914
1547;Nov;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Bajo;0;4;5mas;No;2022;24.99886203
1548;Oct;Honda;Urbana;Hombre;Soltero;24;Sedan;Bajo;0;2;5mas;No;2022;51.68936143
1549;May;Honda;Urbana;Hombre;Casado;43;Deportivo;Alto;0;3;5mas;No;2022;11.63056442
1550;May;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;3;5mas;No;2022;89.60223677
1551;Jun;Toyota;Urbana;Mujer;Soltero;30;Sedan;Bajo;0;1;5mas;No;2022;273.511639
1552;Nov;Ford;Urbana;Hombre;Casado;43;Carga;Alto;0;4;5mas;No;2022;77.57369524
1553;Jun;Toyota;Urbana;Hombre;Casado;54;Sedan;Bajo;0;3;5mas;No;2022;104.2510932
1554;Jul;Toyota;Urbana;Hombre;Casado;37;Sedan;Medio;0;4;5mas;No;2022;117.076185
1555;Ago;Pontiac;Rural;Hombre;Soltero;27;Deportivo;Medio;0;4;5mas;No;2022;139.6215105
1556;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;1;2;0y;No;2022;60.51957304
1557;Nov;Pontiac;Urbana;Hombre;Soltero;18;Sedan;Bajo;0;4;4y;No;2022;21.12738529
1558;Nov;Accura;Urbana;Hombre;Casado;39;Deportivo;Medio;0;4;5mas;No;2022;74.99347722
1559;Feb;Pontiac;Urbana;Hombre;Casado;66;Sedan;Bajo;1;2;5mas;No;2022;114.9316005
1560;Dic;Mazda;Urbana;Hombre;Casado;66;Sedan;Bajo;0;2;5mas;No;2022;273.3360761
1561;Dic;Honda;Urbana;Hombre;Casado;44;Sedan;Alto;0;2;5mas;No;2022;173.8305173
1562;Feb;Toyota;Urbana;Mujer;Casado;40;Sedan;Bajo;0;3;5mas;No;2022;225.5614435
1563;May;Pontiac;Urbana;Hombre;Casado;51;Sedan;Bajo;0;2;5mas;No;2022;30.20104142
1564;Ago;Accura;Urbana;Hombre;Soltero;31;Sedan;Medio;0;2;5mas;No;2022;148.7394428
1565;Feb;Mazda;Urbana;Hombre;Casado;26;Deportivo;Alto;0;4;5mas;No;2022;281.9157506
1566;Oct;Accura;Urbana;Hombre;Soltero;41;Deportivo;Alto;0;2;5mas;No;2022;132.9748913
1567;Oct;Mazda;Urbana;Hombre;Soltero;40;Sedan;Bajo;0;3;5mas;No;2022;262.4581156
1568;Ene;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;0;3;5mas;No;2022;123.5452958
1569;Sep;Mazda;Rural;Hombre;Casado;47;Deportivo;Bajo;0;4;5mas;Si;2022;26.42201467
1570;Sep;Mazda;Urbana;Hombre;Casado;60;Sedan;Bajo;0;3;5mas;No;2022;350.0388733
1571;Sep;Honda;Urbana;Hombre;Casado;46;Deportivo;Alto;0;3;5mas;No;2022;256.4855569
1572;Dic;Pontiac;Urbana;Hombre;Soltero;34;Deportivo;Bajo;0;2;5mas;No;2022;352.9260506
1573;Jun;Mazda;Urbana;Hombre;Soltero;24;Deportivo;Medio;0;3;5mas;No;2022;288.4856221
1574;Sep;Toyota;Urbana;Mujer;Casado;34;Sedan;Bajo;0;4;5mas;No;2022;118.6083262
1575;Dic;Pontiac;Rural;Hombre;Casado;43;Deportivo;Alto;0;4;5mas;No;2022;216.894556
1576;Dic;Honda;Urbana;Mujer;Casado;30;Sedan;Bajo;0;2;5mas;No;2022;48.15450301
1577;Mar;Pontiac;Urbana;Hombre;Soltero;45;Deportivo;Bajo;0;4;5mas;No;2022;282.8724586
1578;Mar;Chevrolet;Urbana;Hombre;Casado;47;Sedan;Medio;0;3;5mas;No;2022;45.93580961
1579;Abr;Toyota;Urbana;Hombre;Casado;59;Sedan;Bajo;0;2;5mas;No;2022;41.45975223
1580;Nov;Chevrolet;Rural;Hombre;Casado;55;Carga;Alto;0;1;5mas;No;2022;251.5140846
1581;Jul;Chevrolet;Urbana;Hombre;Casado;52;Deportivo;Bajo;0;1;5mas;No;2022;53.64814924
1582;Dic;Mercury;Urbana;Mujer;Soltero;37;Sedan;Alto;0;1;5mas;No;2022;88.12126861
1583;Oct;Chevrolet;Urbana;Hombre;Casado;37;Sedan;Bajo;0;1;5mas;No;2022;544.8945539
1584;Sep;Accura;Urbana;Hombre;Casado;38;Deportivo;Medio;0;2;5mas;No;2022;118.3999806
1585;Sep;Mazda;Urbana;Hombre;Soltero;27;Sedan;Alto;0;4;4y;No;2022;74.62964403
1586;Feb;Mazda;Urbana;Hombre;Casado;33;Sedan;Medio;0;2;5mas;No;2022;232.4931382
1587;Dic;Toyota;Urbana;Mujer;Soltero;32;Sedan;Bajo;0;3;5mas;No;2022;24.13722672
1588;Feb;Pontiac;Urbana;Hombre;Soltero;22;Sedan;Medio;1;3;5mas;Si;2022;284.2033701
1589;Dic;Mazda;Urbana;Hombre;Casado;65;Sedan;Medio;0;4;5mas;No;2022;249.7666727
1590;May;Chevrolet;Urbana;Hombre;Casado;47;Sedan;Medio;0;2;5mas;No;2022;134.6136039
1591;Oct;Pontiac;Urbana;Hombre;Casado;45;Sedan;Bajo;0;1;5mas;No;2022;35.38078438
1592;Oct;Chevrolet;Urbana;Hombre;Soltero;33;Sedan;Medio;0;2;5mas;No;2022;165.3812155
1593;May;Toyota;Urbana;Mujer;Soltero;53;Deportivo;Bajo;0;2;5mas;No;2022;335.2472611
1594;Oct;Chevrolet;Urbana;Hombre;Casado;51;Sedan;Alto;0;3;5mas;No;2022;206.276722
1595;Oct;Ford;Urbana;Hombre;Casado;55;Sedan;Alto;0;4;5mas;No;2022;422.7652928
1596;Sep;Mazda;Urbana;Hombre;Casado;55;Deportivo;Medio;0;3;5mas;No;2022;115.8172905
1597;May;Toyota;Urbana;Mujer;Soltero;26;Deportivo;Bajo;0;2;5mas;No;2022;163.2447643
1598;Oct;Toyota;Urbana;Hombre;Casado;64;Sedan;Alto;0;1;5mas;No;2022;191.489012
1599;Feb;Honda;Urbana;Hombre;Soltero;22;Deportivo;Alto;1;4;5mas;No;2022;348.2646715
1600;Feb;Pontiac;Urbana;Hombre;Casado;58;Sedan;Medio;1;4;5mas;No;2022;307.0759446
1601;Sep;Honda;Urbana;Mujer;Soltero;28;Deportivo;Bajo;0;2;5mas;No;2022;20.07472826
1602;Ene;Honda;Urbana;Hombre;Casado;48;Deportivo;Alto;0;1;5mas;No;2022;63.36646207
1603;Ene;Honda;Urbana;Hombre;Casado;36;Sedan;Bajo;0;1;5mas;No;2022;108.9002511
1604;Abr;Honda;Urbana;Mujer;Casado;40;Sedan;Bajo;0;3;5mas;No;2022;226.3757962
1605;Jun;Mazda;Urbana;Hombre;Casado;36;Deportivo;Bajo;0;2;5mas;No;2022;101.9427473
1606;Jun;Pontiac;Urbana;Mujer;Casado;39;Deportivo;Bajo;0;1;5mas;No;2022;158.2538202
1607;Sep;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Bajo;0;4;5mas;No;2022;199.8606136
1608;Oct;Chevrolet;Urbana;Mujer;Casado;31;Sedan;Bajo;0;3;5mas;No;2022;286.4660243
1609;Nov;Pontiac;Urbana;Mujer;Casado;47;Sedan;Medio;0;2;5mas;No;2022;214.3518106
1610;Nov;Mazda;Urbana;Mujer;Casado;29;Deportivo;Bajo;0;3;5mas;No;2022;146.3267366
1611;Dic;Mazda;Urbana;Hombre;Casado;54;Sedan;Medio;0;4;5mas;No;2022;94.12299797
1612;Dic;Toyota;Urbana;Mujer;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;49.09132881
1613;Ene;Nisson;Urbana;Hombre;Casado;36;Deportivo;Medio;0;2;5mas;No;2022;204.6230324
1614;Ene;Mazda;Urbana;Mujer;Casado;37;Deportivo;Medio;0;4;5mas;No;2022;254.9592491
1615;May;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;0;1;5mas;No;2022;31.43639437
1616;Feb;VW;Urbana;Hombre;Casado;50;Deportivo;Medio;0;2;5mas;No;2022;318.0102686
1617;Ago;VW;Urbana;Hombre;Casado;54;Sedan;Medio;0;3;5mas;No;2022;195.4997396
1618;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;4;0y;No;2022;113.4796247
1619;Nov;Honda;Urbana;Hombre;Casado;55;Sedan;Bajo;0;3;5mas;No;2022;295.1318842
1620;Nov;Toyota;Urbana;Hombre;Casado;47;Deportivo;Bajo;0;1;5mas;No;2022;185.3289019
1621;Sep;Mazda;Urbana;Hombre;Soltero;27;Sedan;Bajo;0;4;5mas;No;2022;477.2731723
1622;Ago;Honda;Urbana;Hombre;Casado;60;Deportivo;Bajo;0;3;5mas;No;2022;21.24802272
1623;Jun;Chevrolet;Urbana;Hombre;Casado;53;Carga;Alto;0;1;5mas;No;2022;92.55478065
1624;Jun;Pontiac;Urbana;Mujer;Soltero;33;Sedan;Bajo;0;1;5mas;No;2022;269.8031752
1625;Abr;Mazda;Rural;Hombre;Casado;28;Sedan;Bajo;0;2;5mas;No;2022;77.36500085
1626;Feb;Honda;Urbana;Hombre;Soltero;27;Deportivo;Alto;0;3;5mas;No;2022;45.32060744
1627;Ene;Honda;Urbana;Hombre;Casado;46;Sedan;Bajo;0;4;5mas;No;2022;165.1169673
1628;Ene;Mazda;Urbana;Mujer;Soltero;23;Sedan;Bajo;0;2;5mas;No;2022;99.46102637
1629;Nov;Toyota;Urbana;Mujer;Soltero;32;Deportivo;Bajo;0;4;5mas;No;2022;118.6669042
1630;Nov;Chevrolet;Urbana;Hombre;Casado;39;Sedan;Medio;0;1;5mas;No;2022;101.658987
1631;Nov;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;0;1;5mas;No;2022;287.634735
1632;Nov;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;135.9665895
1633;Oct;Honda;Urbana;Hombre;Casado;43;Sedan;Medio;0;4;5mas;No;2022;184.1125692
1634;Sep;Pontiac;Urbana;Hombre;Soltero;40;Sedan;Bajo;0;1;5mas;No;2022;124.0314884
1635;Sep;Mazda;Urbana;Mujer;Soltero;57;Deportivo;Medio;0;2;5mas;No;2022;223.7702505
1636;Sep;Honda;Urbana;Hombre;Casado;27;Sedan;Bajo;0;4;5mas;No;2022;216.5104208
1637;Ago;Honda;Urbana;Hombre;Soltero;39;Sedan;Bajo;0;2;5mas;No;2022;78.20296448
1638;Ago;Honda;Urbana;Hombre;Casado;54;Sedan;Bajo;0;4;5mas;No;2022;396.9799661
1639;Ago;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Medio;0;2;5mas;No;2022;409.1996978
1640;Jun;Pontiac;Rural;Hombre;Soltero;60;Sedan;Bajo;0;2;5mas;No;2022;79.41630867
1641;May;Pontiac;Urbana;Mujer;Casado;38;Sedan;Bajo;0;4;5mas;No;2022;429.6259983
1642;Abr;Chevrolet;Urbana;Hombre;Casado;48;Carga;Alto;0;3;5mas;No;2022;320.6775361
1643;Sep;Honda;Urbana;Hombre;Casado;54;Deportivo;Medio;0;2;5mas;No;2022;73.87548674
1644;Sep;Mazda;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;56.59065598
1645;Oct;Ford;Urbana;Hombre;Casado;53;Deportivo;Medio;0;3;5mas;No;2022;332.6626291
1646;Jun;Chevrolet;Urbana;Mujer;Soltero;28;Deportivo;Bajo;0;4;5mas;No;2022;211.2961954
1647;Ago;Mazda;Urbana;Mujer;Soltero;29;Deportivo;Bajo;0;4;5mas;No;2022;181.4275743
1648;Jun;Mazda;Urbana;Mujer;Soltero;38;Deportivo;Bajo;0;3;5mas;No;2022;36.93719466
1649;Jun;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;31.66022789
1650;Oct;Mazda;Urbana;Hombre;Casado;35;Sedan;Alto;0;4;5mas;No;2022;204.5352223
1651;Oct;Honda;Urbana;Hombre;Soltero;17;Deportivo;Alto;0;4;3y;No;2022;88.98634074
